SRA Accession,species,Data type
SRR14684254,Vitis vinifera,RNA-seq
SRR14684255,Vitis vinifera,RNA-seq
SRR14684256,Vitis vinifera,RNA-seq
SRR14684258,Vitis vinifera,RNA-seq
SRR14684259,Vitis vinifera,RNA-seq
SRR14684260,Vitis vinifera,RNA-seq
SRR14684261,Vitis vinifera,RNA-seq
SRR14684262,Vitis vinifera,RNA-seq
SRR1502871,Vitis vinifera,RNA-seq
SRR1502872,Vitis vinifera,RNA-seq
SRR1502873,Vitis vinifera,RNA-seq
SRR1502874,Vitis vinifera,RNA-seq
SRR1502875,Vitis vinifera,RNA-seq
SRR1502876,Vitis vinifera,RNA-seq
SRR1502877,Vitis vinifera,RNA-seq
SRR1502878,Vitis vinifera,RNA-seq
SRR1502879,Vitis vinifera,RNA-seq
SRR1502880,Vitis vinifera,RNA-seq
SRR1502881,Vitis vinifera,RNA-seq
SRR1502882,Vitis vinifera,RNA-seq
SRR15902047,Vitis vinifera,RNA-seq
SRR15902048,Vitis vinifera,RNA-seq
SRR15902049,Vitis vinifera,RNA-seq
SRR15902050,Vitis vinifera,RNA-seq
SRR15902051,Vitis vinifera,RNA-seq
SRR15902052,Vitis vinifera,RNA-seq
SRR15902053,Vitis vinifera,RNA-seq
SRR15902054,Vitis vinifera,RNA-seq
SRR15902055,Vitis vinifera,RNA-seq
SRR15902056,Vitis vinifera,RNA-seq
SRR15902057,Vitis vinifera,RNA-seq
SRR15902058,Vitis vinifera,RNA-seq
SRR17225991,Vitis vinifera,RNA-seq
SRR17225992,Vitis vinifera,RNA-seq
SRR17225993,Vitis vinifera,RNA-seq
SRR17225994,Vitis vinifera,RNA-seq
SRR17225995,Vitis vinifera,RNA-seq
SRR17225996,Vitis vinifera,RNA-seq
SRR17225997,Vitis vinifera,RNA-seq
SRR17226006,Vitis vinifera,RNA-seq
SRR17226007,Vitis vinifera,RNA-seq
SRR19543969,Vitis vinifera,RNA-seq
SRR19543970,Vitis vinifera,RNA-seq
SRR19543971,Vitis vinifera,RNA-seq
SRR19543972,Vitis vinifera,RNA-seq
SRR19543973,Vitis vinifera,RNA-seq
SRR19543974,Vitis vinifera,RNA-seq
SRR19543975,Vitis vinifera,RNA-seq
SRR19543976,Vitis vinifera,RNA-seq
SRR19543977,Vitis vinifera,RNA-seq
SRR19543979,Vitis vinifera,RNA-seq
SRR19543980,Vitis vinifera,RNA-seq
SRR19543981,Vitis vinifera,RNA-seq
SRR19543982,Vitis vinifera,RNA-seq
SRR19543983,Vitis vinifera,RNA-seq
SRR19543984,Vitis vinifera,RNA-seq
SRR19543985,Vitis vinifera,RNA-seq
SRR19543986,Vitis vinifera,RNA-seq
SRR19543987,Vitis vinifera,RNA-seq
SRR19543988,Vitis vinifera,RNA-seq
SRR19543989,Vitis vinifera,RNA-seq
SRR19543990,Vitis vinifera,RNA-seq
SRR19543991,Vitis vinifera,RNA-seq
SRR19543992,Vitis vinifera,RNA-seq
SRR19543993,Vitis vinifera,RNA-seq
SRR19543994,Vitis vinifera,RNA-seq
SRR19543995,Vitis vinifera,RNA-seq
SRR19543996,Vitis vinifera,RNA-seq
SRR19543997,Vitis vinifera,RNA-seq
SRR19543998,Vitis vinifera,RNA-seq
SRR20760919,Vitis vinifera,RNA-seq
SRR20760920,Vitis vinifera,RNA-seq
SRR21846984,Vitis vinifera,RNA-seq
SRR21846985,Vitis vinifera,RNA-seq
SRR21846986,Vitis vinifera,RNA-seq
SRR21846987,Vitis vinifera,RNA-seq
SRR21846988,Vitis vinifera,RNA-seq
SRR21846989,Vitis vinifera,RNA-seq
SRR21846990,Vitis vinifera,RNA-seq
SRR21846991,Vitis vinifera,RNA-seq
SRR21846992,Vitis vinifera,RNA-seq
SRR21846993,Vitis vinifera,RNA-seq
SRR21846994,Vitis vinifera,RNA-seq
SRR21846995,Vitis vinifera,RNA-seq
SRR21846996,Vitis vinifera,RNA-seq
SRR21846997,Vitis vinifera,RNA-seq
SRR21846998,Vitis vinifera,RNA-seq
SRR21847003,Vitis vinifera,RNA-seq
SRR21847006,Vitis vinifera,RNA-seq
SRR21847007,Vitis vinifera,RNA-seq
SRR21847008,Vitis vinifera,RNA-seq
SRR21847009,Vitis vinifera,RNA-seq
SRR21847010,Vitis vinifera,RNA-seq
SRR21847011,Vitis vinifera,RNA-seq
SRR21847014,Vitis vinifera,RNA-seq
SRR21847015,Vitis vinifera,RNA-seq
SRR23118065,Vitis vinifera,RNA-seq
SRR23118066,Vitis vinifera,RNA-seq
SRR23118067,Vitis vinifera,RNA-seq
SRR23118068,Vitis vinifera,RNA-seq
SRR23118069,Vitis vinifera,RNA-seq
SRR23118070,Vitis vinifera,RNA-seq
SRR23118071,Vitis vinifera,RNA-seq
SRR23118072,Vitis vinifera,RNA-seq
SRR23118073,Vitis vinifera,RNA-seq
SRR23118074,Vitis vinifera,RNA-seq
SRR23118075,Vitis vinifera,RNA-seq
SRR23118076,Vitis vinifera,RNA-seq
SRR23621044,Vitis vinifera,RNA-seq
SRR23621045,Vitis vinifera,RNA-seq
SRR23621046,Vitis vinifera,RNA-seq
SRR23621047,Vitis vinifera,RNA-seq
SRR23621048,Vitis vinifera,RNA-seq
SRR23621049,Vitis vinifera,RNA-seq
SRR23621050,Vitis vinifera,RNA-seq
SRR23621051,Vitis vinifera,RNA-seq
SRR23621060,Vitis vinifera,RNA-seq
SRR23621061,Vitis vinifera,RNA-seq
SRR25318402,Vitis vinifera,RNA-seq
SRR25318403,Vitis vinifera,RNA-seq
SRR25318404,Vitis vinifera,RNA-seq
SRR25318405,Vitis vinifera,RNA-seq
SRR25318406,Vitis vinifera,RNA-seq
SRR25318407,Vitis vinifera,RNA-seq
SRR25318408,Vitis vinifera,RNA-seq
SRR25318409,Vitis vinifera,RNA-seq
SRR25318410,Vitis vinifera,RNA-seq
SRR25318411,Vitis vinifera,RNA-seq
SRR25318412,Vitis vinifera,RNA-seq
SRR25318413,Vitis vinifera,RNA-seq
SRR25318414,Vitis vinifera,RNA-seq
SRR25318415,Vitis vinifera,RNA-seq
SRR25318416,Vitis vinifera,RNA-seq
SRR25318417,Vitis vinifera,RNA-seq
SRR25318418,Vitis vinifera,RNA-seq
SRR25318419,Vitis vinifera,RNA-seq
SRR25318420,Vitis vinifera,RNA-seq
SRR25318421,Vitis vinifera,RNA-seq
SRR25318422,Vitis vinifera,RNA-seq
SRR25485383,Vitis vinifera,RNA-seq
SRR25485384,Vitis vinifera,RNA-seq
SRR25485385,Vitis vinifera,RNA-seq
SRR25485386,Vitis vinifera,RNA-seq
SRR25485387,Vitis vinifera,RNA-seq
SRR25485388,Vitis vinifera,RNA-seq
SRR25485389,Vitis vinifera,RNA-seq
SRR25485390,Vitis vinifera,RNA-seq
SRR25485391,Vitis vinifera,RNA-seq
SRR25485392,Vitis vinifera,RNA-seq
SRR25485394,Vitis vinifera,RNA-seq
SRR25485395,Vitis vinifera,RNA-seq
SRR25485396,Vitis vinifera,RNA-seq
SRR25485397,Vitis vinifera,RNA-seq
SRR25485398,Vitis vinifera,RNA-seq
SRR25485399,Vitis vinifera,RNA-seq
SRR25485400,Vitis vinifera,RNA-seq
SRR25485401,Vitis vinifera,RNA-seq
SRR25485402,Vitis vinifera,RNA-seq
SRR25485403,Vitis vinifera,RNA-seq
SRR29288783,Vitis vinifera,RNA-seq
SRR29288784,Vitis vinifera,RNA-seq
SRR29288785,Vitis vinifera,RNA-seq
SRR29841896,Vitis vinifera,RNA-seq
SRR29841897,Vitis vinifera,RNA-seq
SRR29841898,Vitis vinifera,RNA-seq
SRR29841899,Vitis vinifera,RNA-seq
SRR29841900,Vitis vinifera,RNA-seq
SRR29841901,Vitis vinifera,RNA-seq
SRR29841902,Vitis vinifera,RNA-seq
SRR29841903,Vitis vinifera,RNA-seq
SRR29841904,Vitis vinifera,RNA-seq
SRR29841905,Vitis vinifera,RNA-seq
SRR29841906,Vitis vinifera,RNA-seq
SRR29841907,Vitis vinifera,RNA-seq
SRR30203212,Vitis vinifera,RNA-seq
SRR30203213,Vitis vinifera,RNA-seq
SRR30203214,Vitis vinifera,RNA-seq
SRR30203215,Vitis vinifera,RNA-seq
SRR30203216,Vitis vinifera,RNA-seq
SRR30203217,Vitis vinifera,RNA-seq
SRR30203218,Vitis vinifera,RNA-seq
SRR30203219,Vitis vinifera,RNA-seq
SRR30203220,Vitis vinifera,RNA-seq
SRR30203221,Vitis vinifera,RNA-seq
SRR30203222,Vitis vinifera,RNA-seq
SRR30203223,Vitis vinifera,RNA-seq
SRR30203224,Vitis vinifera,RNA-seq
SRR30203225,Vitis vinifera,RNA-seq
SRR30203226,Vitis vinifera,RNA-seq
SRR30203227,Vitis vinifera,RNA-seq
SRR30203228,Vitis vinifera,RNA-seq
SRR30203229,Vitis vinifera,RNA-seq
SRR30203230,Vitis vinifera,RNA-seq
SRR30203231,Vitis vinifera,RNA-seq
SRR30203232,Vitis vinifera,RNA-seq
SRR30203233,Vitis vinifera,RNA-seq
SRR30203234,Vitis vinifera,RNA-seq
SRR30203235,Vitis vinifera,RNA-seq
SRR30565647,Vitis vinifera,RNA-seq
SRR30565648,Vitis vinifera,RNA-seq
SRR30565655,Vitis vinifera,RNA-seq
SRR30565656,Vitis vinifera,RNA-seq
SRR30565657,Vitis vinifera,RNA-seq
SRR30565658,Vitis vinifera,RNA-seq
SRR30565659,Vitis vinifera,RNA-seq
SRR30565660,Vitis vinifera,RNA-seq
SRR30565661,Vitis vinifera,RNA-seq
SRR30565666,Vitis vinifera,RNA-seq
SRR30565669,Vitis vinifera,RNA-seq
SRR30565670,Vitis vinifera,RNA-seq
SRR30565671,Vitis vinifera,RNA-seq
SRR30565672,Vitis vinifera,RNA-seq
SRR30565673,Vitis vinifera,RNA-seq
SRR30565674,Vitis vinifera,RNA-seq
SRR30565677,Vitis vinifera,RNA-seq
SRR30565678,Vitis vinifera,RNA-seq
SRR30692097,Vitis vinifera,RNA-seq
SRR30692098,Vitis vinifera,RNA-seq
SRR30692099,Vitis vinifera,RNA-seq
SRR30692132,Vitis vinifera,RNA-seq
SRR30692134,Vitis vinifera,RNA-seq
SRR30692135,Vitis vinifera,RNA-seq
SRR31342045,Vitis vinifera,RNA-seq
SRR31752644,Vitis vinifera,RNA-seq
SRR31752645,Vitis vinifera,RNA-seq
SRR31752646,Vitis vinifera,RNA-seq
SRR31752647,Vitis vinifera,RNA-seq
SRR31752648,Vitis vinifera,RNA-seq
SRR31752649,Vitis vinifera,RNA-seq
SRR4447140,Vitis vinifera,RNA-seq
SRR4447141,Vitis vinifera,RNA-seq
SRR4447142,Vitis vinifera,RNA-seq
SRR4447143,Vitis vinifera,RNA-seq
SRR4447144,Vitis vinifera,RNA-seq
SRR4447145,Vitis vinifera,RNA-seq
SRR4447146,Vitis vinifera,RNA-seq
SRR4447147,Vitis vinifera,RNA-seq
SRR4447148,Vitis vinifera,RNA-seq
SRR4447149,Vitis vinifera,RNA-seq
SRR4447150,Vitis vinifera,RNA-seq
SRR4447151,Vitis vinifera,RNA-seq
SRR5405121,Vitis vinifera,RNA-seq
SRR6320536,Vitis vinifera,RNA-seq
SRR6320537,Vitis vinifera,RNA-seq
SRR7451532,Vitis vinifera,RNA-seq
SRR7451533,Vitis vinifera,RNA-seq
SRR7451534,Vitis vinifera,RNA-seq
SRR7451536,Vitis vinifera,RNA-seq
SRR7451537,Vitis vinifera,RNA-seq
SRR7451538,Vitis vinifera,RNA-seq
SRR7451539,Vitis vinifera,RNA-seq
SRR7451540,Vitis vinifera,RNA-seq
SRR7451541,Vitis vinifera,RNA-seq
SRR7451544,Vitis vinifera,RNA-seq
SRR7451545,Vitis vinifera,RNA-seq
SRR8775068,Vitis vinifera,RNA-seq
SRR8775069,Vitis vinifera,RNA-seq
SRR8775070,Vitis vinifera,RNA-seq
SRR8775071,Vitis vinifera,RNA-seq
SRR8775072,Vitis vinifera,RNA-seq
SRR8775073,Vitis vinifera,RNA-seq
SRR8775074,Vitis vinifera,RNA-seq
SRR8775075,Vitis vinifera,RNA-seq
SRR8775076,Vitis vinifera,RNA-seq
SRR9970192,Vitis vinifera,RNA-seq
SRR9970193,Vitis vinifera,RNA-seq
SRR9970446,Vitis vinifera,RNA-seq
SRR9970447,Vitis vinifera,RNA-seq
SRR9970448,Vitis vinifera,RNA-seq
SRR9970449,Vitis vinifera,RNA-seq
SRR9970450,Vitis vinifera,RNA-seq
SRR9970451,Vitis vinifera,RNA-seq
SRR9970452,Vitis vinifera,RNA-seq
SRR9970453,Vitis vinifera,RNA-seq
SRR9970454,Vitis vinifera,RNA-seq
SRR9970455,Vitis vinifera,RNA-seq
SRR9970456,Vitis vinifera,RNA-seq
SRR9970457,Vitis vinifera,RNA-seq
SRR10245636,Zea mays,RNA-seq
SRR10245637,Zea mays,RNA-seq
SRR10245638,Zea mays,RNA-seq
SRR10428164,Zea mays,RNA-seq
SRR10428165,Zea mays,RNA-seq
SRR10428166,Zea mays,RNA-seq
SRR10428167,Zea mays,RNA-seq
SRR10428168,Zea mays,RNA-seq
SRR10428169,Zea mays,RNA-seq
SRR10714511,Zea mays,RNA-seq
SRR10714512,Zea mays,RNA-seq
SRR10723514,Zea mays,RNA-seq
SRR10723515,Zea mays,RNA-seq
SRR10863235,Zea mays,RNA-seq
SRR10863236,Zea mays,RNA-seq
SRR10863237,Zea mays,RNA-seq
SRR10863238,Zea mays,RNA-seq
SRR10863239,Zea mays,RNA-seq
SRR10863240,Zea mays,RNA-seq
SRR10863241,Zea mays,RNA-seq
SRR10863242,Zea mays,RNA-seq
SRR10863243,Zea mays,RNA-seq
SRR10863244,Zea mays,RNA-seq
SRR10863245,Zea mays,RNA-seq
SRR10863246,Zea mays,RNA-seq
SRR10863247,Zea mays,RNA-seq
SRR10863248,Zea mays,RNA-seq
SRR10863249,Zea mays,RNA-seq
SRR10863250,Zea mays,RNA-seq
SRR10863251,Zea mays,RNA-seq
SRR10863252,Zea mays,RNA-seq
SRR10863253,Zea mays,RNA-seq
SRR10863254,Zea mays,RNA-seq
SRR10863255,Zea mays,RNA-seq
SRR10863256,Zea mays,RNA-seq
SRR10863257,Zea mays,RNA-seq
SRR10863258,Zea mays,RNA-seq
SRR10863259,Zea mays,RNA-seq
SRR10863260,Zea mays,RNA-seq
SRR10863261,Zea mays,RNA-seq
SRR10863262,Zea mays,RNA-seq
SRR10863263,Zea mays,RNA-seq
SRR10863264,Zea mays,RNA-seq
SRR10863265,Zea mays,RNA-seq
SRR10863266,Zea mays,RNA-seq
SRR10863267,Zea mays,RNA-seq
SRR10863268,Zea mays,RNA-seq
SRR10863269,Zea mays,RNA-seq
SRR10863270,Zea mays,RNA-seq
SRR10863271,Zea mays,RNA-seq
SRR10863272,Zea mays,RNA-seq
SRR10863273,Zea mays,RNA-seq
SRR10863274,Zea mays,RNA-seq
SRR10863275,Zea mays,RNA-seq
SRR10863276,Zea mays,RNA-seq
SRR10863277,Zea mays,RNA-seq
SRR10863278,Zea mays,RNA-seq
SRR10863279,Zea mays,RNA-seq
SRR10863280,Zea mays,RNA-seq
SRR10863281,Zea mays,RNA-seq
SRR10863282,Zea mays,RNA-seq
SRR10863283,Zea mays,RNA-seq
SRR10863284,Zea mays,RNA-seq
SRR10863285,Zea mays,RNA-seq
SRR10863286,Zea mays,RNA-seq
SRR10863287,Zea mays,RNA-seq
SRR10863288,Zea mays,RNA-seq
SRR10863289,Zea mays,RNA-seq
SRR10863290,Zea mays,RNA-seq
SRR10863291,Zea mays,RNA-seq
SRR10863292,Zea mays,RNA-seq
SRR10863293,Zea mays,RNA-seq
SRR10863294,Zea mays,RNA-seq
SRR10863295,Zea mays,RNA-seq
SRR10863296,Zea mays,RNA-seq
SRR10863297,Zea mays,RNA-seq
SRR10863298,Zea mays,RNA-seq
SRR10863299,Zea mays,RNA-seq
SRR10863300,Zea mays,RNA-seq
SRR10863301,Zea mays,RNA-seq
SRR10863302,Zea mays,RNA-seq
SRR10863303,Zea mays,RNA-seq
SRR10863304,Zea mays,RNA-seq
SRR10863305,Zea mays,RNA-seq
SRR10863306,Zea mays,RNA-seq
SRR10863307,Zea mays,RNA-seq
SRR10863308,Zea mays,RNA-seq
SRR10863309,Zea mays,RNA-seq
SRR10863310,Zea mays,RNA-seq
SRR10863311,Zea mays,RNA-seq
SRR10863312,Zea mays,RNA-seq
SRR10863313,Zea mays,RNA-seq
SRR10863314,Zea mays,RNA-seq
SRR10863315,Zea mays,RNA-seq
SRR10863316,Zea mays,RNA-seq
SRR10863317,Zea mays,RNA-seq
SRR10863318,Zea mays,RNA-seq
SRR10863319,Zea mays,RNA-seq
SRR10863320,Zea mays,RNA-seq
SRR10863321,Zea mays,RNA-seq
SRR10863322,Zea mays,RNA-seq
SRR10863323,Zea mays,RNA-seq
SRR10863324,Zea mays,RNA-seq
SRR10863325,Zea mays,RNA-seq
SRR10863326,Zea mays,RNA-seq
SRR10863327,Zea mays,RNA-seq
SRR10863328,Zea mays,RNA-seq
SRR10863329,Zea mays,RNA-seq
SRR10863330,Zea mays,RNA-seq
SRR10863331,Zea mays,RNA-seq
SRR10863332,Zea mays,RNA-seq
SRR10863333,Zea mays,RNA-seq
SRR10863334,Zea mays,RNA-seq
SRR10863335,Zea mays,RNA-seq
SRR10863336,Zea mays,RNA-seq
SRR10863337,Zea mays,RNA-seq
SRR10863338,Zea mays,RNA-seq
SRR10863339,Zea mays,RNA-seq
SRR10863340,Zea mays,RNA-seq
SRR10863341,Zea mays,RNA-seq
SRR10863342,Zea mays,RNA-seq
SRR10863343,Zea mays,RNA-seq
SRR10863344,Zea mays,RNA-seq
SRR10863345,Zea mays,RNA-seq
SRR10863346,Zea mays,RNA-seq
SRR10863347,Zea mays,RNA-seq
SRR10863348,Zea mays,RNA-seq
SRR10863349,Zea mays,RNA-seq
SRR10863350,Zea mays,RNA-seq
SRR10863351,Zea mays,RNA-seq
SRR10863352,Zea mays,RNA-seq
SRR10863353,Zea mays,RNA-seq
SRR10863354,Zea mays,RNA-seq
SRR10863355,Zea mays,RNA-seq
SRR10863356,Zea mays,RNA-seq
SRR10863357,Zea mays,RNA-seq
SRR10863358,Zea mays,RNA-seq
SRR10863359,Zea mays,RNA-seq
SRR10863360,Zea mays,RNA-seq
SRR10863361,Zea mays,RNA-seq
SRR10863362,Zea mays,RNA-seq
SRR10863363,Zea mays,RNA-seq
SRR10863364,Zea mays,RNA-seq
SRR10863365,Zea mays,RNA-seq
SRR10863366,Zea mays,RNA-seq
SRR10863367,Zea mays,RNA-seq
SRR10863368,Zea mays,RNA-seq
SRR10863369,Zea mays,RNA-seq
SRR10863370,Zea mays,RNA-seq
SRR10863371,Zea mays,RNA-seq
SRR10863372,Zea mays,RNA-seq
SRR10863373,Zea mays,RNA-seq
SRR10863374,Zea mays,RNA-seq
SRR10863375,Zea mays,RNA-seq
SRR10863376,Zea mays,RNA-seq
SRR10863377,Zea mays,RNA-seq
SRR10863378,Zea mays,RNA-seq
SRR10863379,Zea mays,RNA-seq
SRR10863380,Zea mays,RNA-seq
SRR10863381,Zea mays,RNA-seq
SRR10863382,Zea mays,RNA-seq
SRR10863383,Zea mays,RNA-seq
SRR10863384,Zea mays,RNA-seq
SRR10863385,Zea mays,RNA-seq
SRR10863386,Zea mays,RNA-seq
SRR10863387,Zea mays,RNA-seq
SRR10863388,Zea mays,RNA-seq
SRR10863389,Zea mays,RNA-seq
SRR10863390,Zea mays,RNA-seq
SRR10863391,Zea mays,RNA-seq
SRR10863392,Zea mays,RNA-seq
SRR10863393,Zea mays,RNA-seq
SRR10863394,Zea mays,RNA-seq
SRR10863395,Zea mays,RNA-seq
SRR10863396,Zea mays,RNA-seq
SRR10863397,Zea mays,RNA-seq
SRR10863398,Zea mays,RNA-seq
SRR10863399,Zea mays,RNA-seq
SRR10863400,Zea mays,RNA-seq
SRR10863401,Zea mays,RNA-seq
SRR10863402,Zea mays,RNA-seq
SRR10863403,Zea mays,RNA-seq
SRR10863404,Zea mays,RNA-seq
SRR10863405,Zea mays,RNA-seq
SRR10863406,Zea mays,RNA-seq
SRR10863407,Zea mays,RNA-seq
SRR10863408,Zea mays,RNA-seq
SRR10863409,Zea mays,RNA-seq
SRR10863410,Zea mays,RNA-seq
SRR10863411,Zea mays,RNA-seq
SRR10863412,Zea mays,RNA-seq
SRR10863413,Zea mays,RNA-seq
SRR10863414,Zea mays,RNA-seq
SRR10863415,Zea mays,RNA-seq
SRR10863416,Zea mays,RNA-seq
SRR10863417,Zea mays,RNA-seq
SRR10863418,Zea mays,RNA-seq
SRR10863419,Zea mays,RNA-seq
SRR10863420,Zea mays,RNA-seq
SRR10863421,Zea mays,RNA-seq
SRR10863422,Zea mays,RNA-seq
SRR10863423,Zea mays,RNA-seq
SRR10863424,Zea mays,RNA-seq
SRR10863425,Zea mays,RNA-seq
SRR10863426,Zea mays,RNA-seq
SRR10863427,Zea mays,RNA-seq
SRR10863428,Zea mays,RNA-seq
SRR10863429,Zea mays,RNA-seq
SRR10863430,Zea mays,RNA-seq
SRR10863431,Zea mays,RNA-seq
SRR10863432,Zea mays,RNA-seq
SRR10863433,Zea mays,RNA-seq
SRR10863434,Zea mays,RNA-seq
SRR10863435,Zea mays,RNA-seq
SRR10863436,Zea mays,RNA-seq
SRR10863437,Zea mays,RNA-seq
SRR10863438,Zea mays,RNA-seq
SRR10863439,Zea mays,RNA-seq
SRR10863440,Zea mays,RNA-seq
SRR10863441,Zea mays,RNA-seq
SRR10863442,Zea mays,RNA-seq
SRR10863443,Zea mays,RNA-seq
SRR10863444,Zea mays,RNA-seq
SRR10863445,Zea mays,RNA-seq
SRR10863446,Zea mays,RNA-seq
SRR10863447,Zea mays,RNA-seq
SRR10863448,Zea mays,RNA-seq
SRR10863449,Zea mays,RNA-seq
SRR10863450,Zea mays,RNA-seq
SRR10863451,Zea mays,RNA-seq
SRR10863452,Zea mays,RNA-seq
SRR10863453,Zea mays,RNA-seq
SRR10863454,Zea mays,RNA-seq
SRR10863455,Zea mays,RNA-seq
SRR10863456,Zea mays,RNA-seq
SRR12234387,Zea mays,RNA-seq
SRR12234388,Zea mays,RNA-seq
SRR12234389,Zea mays,RNA-seq
SRR12234390,Zea mays,RNA-seq
SRR12234391,Zea mays,RNA-seq
SRR12234392,Zea mays,RNA-seq
SRR12234393,Zea mays,RNA-seq
SRR12234394,Zea mays,RNA-seq
SRR12234395,Zea mays,RNA-seq
SRR12234396,Zea mays,RNA-seq
SRR12234397,Zea mays,RNA-seq
SRR12234398,Zea mays,RNA-seq
SRR12234399,Zea mays,RNA-seq
SRR12234400,Zea mays,RNA-seq
SRR12234401,Zea mays,RNA-seq
SRR12234402,Zea mays,RNA-seq
SRR12340490,Zea mays,RNA-seq
SRR12340491,Zea mays,RNA-seq
SRR12340492,Zea mays,RNA-seq
SRR12340493,Zea mays,RNA-seq
SRR12340494,Zea mays,RNA-seq
SRR12340495,Zea mays,RNA-seq
SRR12340496,Zea mays,RNA-seq
SRR12340497,Zea mays,RNA-seq
SRR13808023,Zea mays,RNA-seq
SRR13808024,Zea mays,RNA-seq
SRR15647768,Zea mays,RNA-seq
SRR15647769,Zea mays,RNA-seq
SRR15647770,Zea mays,RNA-seq
SRR15647771,Zea mays,RNA-seq
SRR15647772,Zea mays,RNA-seq
SRR15647773,Zea mays,RNA-seq
SRR15647774,Zea mays,RNA-seq
SRR15647779,Zea mays,RNA-seq
SRR15647788,Zea mays,RNA-seq
SRR15647789,Zea mays,RNA-seq
SRR15647790,Zea mays,RNA-seq
SRR15647791,Zea mays,RNA-seq
SRR16287255,Zea mays,RNA-seq
SRR16287256,Zea mays,RNA-seq
SRR16287257,Zea mays,RNA-seq
SRR16287258,Zea mays,RNA-seq
SRR16287259,Zea mays,RNA-seq
SRR16287260,Zea mays,RNA-seq
SRR16287261,Zea mays,RNA-seq
SRR16287262,Zea mays,RNA-seq
SRR16690891,Zea mays,RNA-seq
SRR16690892,Zea mays,RNA-seq
SRR16690893,Zea mays,RNA-seq
SRR16690894,Zea mays,RNA-seq
SRR16690895,Zea mays,RNA-seq
SRR16690896,Zea mays,RNA-seq
SRR16844559,Zea mays,RNA-seq
SRR16844560,Zea mays,RNA-seq
SRR16844561,Zea mays,RNA-seq
SRR16844562,Zea mays,RNA-seq
SRR16844563,Zea mays,RNA-seq
SRR16844564,Zea mays,RNA-seq
SRR16844565,Zea mays,RNA-seq
SRR16844566,Zea mays,RNA-seq
SRR16844567,Zea mays,RNA-seq
SRR16844568,Zea mays,RNA-seq
SRR16844569,Zea mays,RNA-seq
SRR16844570,Zea mays,RNA-seq
SRR16844571,Zea mays,RNA-seq
SRR16844572,Zea mays,RNA-seq
SRR16844573,Zea mays,RNA-seq
SRR16866073,Zea mays,RNA-seq
SRR16866074,Zea mays,RNA-seq
SRR16866075,Zea mays,RNA-seq
SRR16866076,Zea mays,RNA-seq
SRR16866077,Zea mays,RNA-seq
SRR16866078,Zea mays,RNA-seq
SRR16866079,Zea mays,RNA-seq
SRR16866080,Zea mays,RNA-seq
SRR16866081,Zea mays,RNA-seq
SRR16866082,Zea mays,RNA-seq
SRR16866083,Zea mays,RNA-seq
SRR16866084,Zea mays,RNA-seq
SRR16866085,Zea mays,RNA-seq
SRR16866086,Zea mays,RNA-seq
SRR16925103,Zea mays,RNA-seq
SRR16925107,Zea mays,RNA-seq
SRR16925108,Zea mays,RNA-seq
SRR16925109,Zea mays,RNA-seq
SRR16925113,Zea mays,RNA-seq
SRR16925114,Zea mays,RNA-seq
SRR16955423,Zea mays,RNA-seq
SRR16955424,Zea mays,RNA-seq
SRR16955425,Zea mays,RNA-seq
SRR16955426,Zea mays,RNA-seq
SRR16955427,Zea mays,RNA-seq
SRR16955428,Zea mays,RNA-seq
SRR18076302,Zea mays,RNA-seq
SRR18076303,Zea mays,RNA-seq
SRR18076304,Zea mays,RNA-seq
SRR18076305,Zea mays,RNA-seq
SRR18076306,Zea mays,RNA-seq
SRR18076307,Zea mays,RNA-seq
SRR18076308,Zea mays,RNA-seq
SRR18076309,Zea mays,RNA-seq
SRR18076310,Zea mays,RNA-seq
SRR18076311,Zea mays,RNA-seq
SRR18076312,Zea mays,RNA-seq
SRR18076313,Zea mays,RNA-seq
SRR18076314,Zea mays,RNA-seq
SRR18076315,Zea mays,RNA-seq
SRR18076316,Zea mays,RNA-seq
SRR18076317,Zea mays,RNA-seq
SRR18076318,Zea mays,RNA-seq
SRR18076319,Zea mays,RNA-seq
SRR18076320,Zea mays,RNA-seq
SRR18076321,Zea mays,RNA-seq
SRR18076322,Zea mays,RNA-seq
SRR18076323,Zea mays,RNA-seq
SRR18076324,Zea mays,RNA-seq
SRR18076325,Zea mays,RNA-seq
SRR18076326,Zea mays,RNA-seq
SRR18076327,Zea mays,RNA-seq
SRR18652358,Zea mays,RNA-seq
SRR18652359,Zea mays,RNA-seq
SRR18652360,Zea mays,RNA-seq
SRR18652361,Zea mays,RNA-seq
SRR18652362,Zea mays,RNA-seq
SRR18652363,Zea mays,RNA-seq
SRR3309090,Zea mays,RNA-seq
SRR3309093,Zea mays,RNA-seq
SRR3309096,Zea mays,RNA-seq
SRR3309125,Zea mays,RNA-seq
SRR3309128,Zea mays,RNA-seq
SRR3309131,Zea mays,RNA-seq
SRR3309132,Zea mays,RNA-seq
SRR6713957,Zea mays,RNA-seq
SRR6724183,Zea mays,RNA-seq
SRR6785553,Zea mays,RNA-seq
SRR6785554,Zea mays,RNA-seq
SRR6785555,Zea mays,RNA-seq
SRR6785556,Zea mays,RNA-seq
SRR6792248,Zea mays,RNA-seq
SRR6792249,Zea mays,RNA-seq
SRR6792250,Zea mays,RNA-seq
SRR6792251,Zea mays,RNA-seq
SRR6792252,Zea mays,RNA-seq
SRR6792253,Zea mays,RNA-seq
